List File,47B.lst
Start Time,2016-08-13  13:04:38
Sampling Time,35 sec

Count,5956
Particles / ml,443857

Efficiency,7.6%
PPUI,15.97

Summary Stats,Mean,Min,Max,StdDev,% CV
Area (ABD),85.86,20.01,366.38,39.17,45.63
Aspect Ratio,0.84,0.33,1.00,0.11,12.89
Circle Fit,0.74,0.00,0.96,0.13,16.89
Circularity (Hu),0.93,0.43,1.00,0.06,6.80
Compactness,1.77,1.00,8.84,0.66,37.39
Diameter (ABD),10.21,5.05,21.60,2.25,22.00
Diameter (ESD),11.77,6.03,28.21,2.85,24.17
Elongation,3.16,1.00,25.73,2.21,70.00
Geodesic Aspect Ratio,0.48,0.04,1.00,0.30,62.60
Geodesic Length,19.48,6.52,76.82,9.00,46.17
Geodesic Thickness,7.11,1.70,16.97,1.88,26.46
Image Height,35.82,23.00,74.00,5.80,16.19
Image Width,35.24,23.00,79.00,5.50,15.59
Intensity,126.61,78.04,186.12,18.33,14.47
Length,13.20,6.42,36.69,3.44,26.06
Perimeter,53.18,26.09,164.65,16.33,30.70
Roughness,1.25,1.03,2.63,0.18,14.13
Sigma Intensity,39.31,9.60,59.47,7.65,19.47
Sum Intensity,55149.52,16421.00,2.08e+005,24647.51,44.69
Transparency,0.13,0.02,0.43,0.05,38.33
Volume (ABD),642.39,67.34,5275.57,468.21,72.89
Width,10.06,3.16,24.34,2.29,22.72

Filter,Count,Count %,Volume %,P/ML,PPM
2-3um,0,0.00,0.00,0.00,0.00
3-4um,0,0.00,0.00,0.00,0.00
4-5um,0,0.00,0.00,0.00,0.00
5-6um,0,0.00,0.00,0.00,0.00
6-7um,87,1.46,0.22,6483,0.99
7-8um,306,5.14,1.17,22804,5.21
8-9um,537,9.02,2.90,40019,13
0-5um,0,0.00,0.00,0.00,0.00
5-10um,1663,27.92,9.79,123931,44
10-15um,3518,59.07,57.79,262171,257
15-20um,607,10.19,24.12,45235,107
20-25um,82,1.38,7.07,6111,31
25-30um,6,0.10,1.00,447,4.45
30-35um,0,0.00,0.00,0.00,0.00
35-40um,0,0.00,0.00,0.00,0.00
40-45um,0,0.00,0.00,0.00,0.00
45-50um,0,0.00,0.00,0.00,0.00
50-55um,0,0.00,0.00,0.00,0.00
55-60um,0,0.00,0.00,0.00,0.00
60-65um,0,0.00,0.00,0.00,0.00
65-70um,0,0.00,0.00,0.00,0.00
75-80um,0,0.00,0.00,0.00,0.00
80-85um,0,0.00,0.00,0.00,0.00
85-90um,0,0.00,0.00,0.00,0.00
90-95um,0,0.00,0.00,0.00,0.00
95-100um,0,0.00,0.00,0.00,0.00
9-10um,716,12.02,5.41,53358,24
1-2um,0,0.00,0.00,0.00,0.00
0-1um,0,0.00,0.00,0.00,0.00

